code,geometry
2763, -0.2210897847846867 51.46463284302688_ -0.2210897847846867 51.46560710809996_ -0.2226545213337296 51.46560710809996_ -0.2226545213337296 51.46463284302688_ -0.2210897847846867 51.46463284302688
2764, -0.2210897847846867 51.46560710809996_ -0.2210897847846867 51.466581373173035_ -0.2226545213337296 51.466581373173035_ -0.2226545213337296 51.46560710809996_ -0.2210897847846867 51.46560710809996
2765, -0.2210897847846867 51.466581373173035_ -0.2210897847846867 51.46755563824611_ -0.2226545213337296 51.46755563824611_ -0.2226545213337296 51.466581373173035_ -0.2210897847846867 51.466581373173035
2766, -0.2210897847846867 51.46755563824611_ -0.2210897847846867 51.468529903319194_ -0.2226545213337296 51.468529903319194_ -0.2226545213337296 51.46755563824611_ -0.2210897847846867 51.46755563824611
2767, -0.2210897847846867 51.468529903319194_ -0.2210897847846867 51.46950416839227_ -0.2226545213337296 51.46950416839227_ -0.2226545213337296 51.468529903319194_ -0.2210897847846867 51.468529903319194
2768, -0.2210897847846867 51.46950416839227_ -0.2210897847846867 51.47047843346535_ -0.2226545213337296 51.47047843346535_ -0.2226545213337296 51.46950416839227_ -0.2210897847846867 51.46950416839227
2769, -0.2210897847846867 51.47047843346535_ -0.2210897847846867 51.47145269853843_ -0.2226545213337296 51.47145269853843_ -0.2226545213337296 51.47047843346535_ -0.2210897847846867 51.47047843346535
2770, -0.2210897847846867 51.47145269853843_ -0.2210897847846867 51.472426963611504_ -0.2226545213337296 51.472426963611504_ -0.2226545213337296 51.47145269853843_ -0.2210897847846867 51.47145269853843
2771, -0.2210897847846867 51.472426963611504_ -0.2210897847846867 51.47340122868459_ -0.2226545213337296 51.47340122868459_ -0.2226545213337296 51.472426963611504_ -0.2210897847846867 51.472426963611504
2772, -0.2210897847846867 51.47340122868459_ -0.2210897847846867 51.47437549375766_ -0.2226545213337296 51.47437549375766_ -0.2226545213337296 51.47340122868459_ -0.2210897847846867 51.47340122868459
2773, -0.2210897847846867 51.47437549375766_ -0.2210897847846867 51.475349758830745_ -0.2226545213337296 51.475349758830745_ -0.2226545213337296 51.47437549375766_ -0.2210897847846867 51.47437549375766
2774, -0.2210897847846867 51.475349758830745_ -0.2210897847846867 51.47632402390382_ -0.2226545213337296 51.47632402390382_ -0.2226545213337296 51.475349758830745_ -0.2210897847846867 51.475349758830745
2775, -0.2210897847846867 51.47632402390382_ -0.2210897847846867 51.4772982889769_ -0.2226545213337296 51.4772982889769_ -0.2226545213337296 51.47632402390382_ -0.2210897847846867 51.47632402390382
2776, -0.2210897847846867 51.4772982889769_ -0.2210897847846867 51.47827255404998_ -0.2226545213337296 51.47827255404998_ -0.2226545213337296 51.4772982889769_ -0.2210897847846867 51.4772982889769
2777, -0.2210897847846867 51.47827255404998_ -0.2210897847846867 51.479246819123055_ -0.2226545213337296 51.479246819123055_ -0.2226545213337296 51.47827255404998_ -0.2210897847846867 51.47827255404998
2778, -0.2210897847846867 51.479246819123055_ -0.2210897847846867 51.48022108419614_ -0.2226545213337296 51.48022108419614_ -0.2226545213337296 51.479246819123055_ -0.2210897847846867 51.479246819123055
2779, -0.2210897847846867 51.48022108419614_ -0.2210897847846867 51.481195349269214_ -0.2226545213337296 51.481195349269214_ -0.2226545213337296 51.48022108419614_ -0.2210897847846867 51.48022108419614
2780, -0.2210897847846867 51.481195349269214_ -0.2210897847846867 51.48216961434229_ -0.2226545213337296 51.48216961434229_ -0.2226545213337296 51.481195349269214_ -0.2210897847846867 51.481195349269214
2781, -0.2210897847846867 51.48216961434229_ -0.2210897847846867 51.48314387941537_ -0.2226545213337296 51.48314387941537_ -0.2226545213337296 51.48216961434229_ -0.2210897847846867 51.48216961434229
2782, -0.2210897847846867 51.48314387941537_ -0.2210897847846867 51.48411814448845_ -0.2226545213337296 51.48411814448845_ -0.2226545213337296 51.48314387941537_ -0.2210897847846867 51.48314387941537
2783, -0.2210897847846867 51.48411814448845_ -0.2210897847846867 51.48509240956153_ -0.2226545213337296 51.48509240956153_ -0.2226545213337296 51.48411814448845_ -0.2210897847846867 51.48411814448845
2784, -0.2210897847846867 51.48509240956153_ -0.2210897847846867 51.48606667463461_ -0.2226545213337296 51.48606667463461_ -0.2226545213337296 51.48509240956153_ -0.2210897847846867 51.48509240956153
2785, -0.2210897847846867 51.48606667463461_ -0.2210897847846867 51.48704093970768_ -0.2226545213337296 51.48704093970768_ -0.2226545213337296 51.48606667463461_ -0.2210897847846867 51.48606667463461
2786, -0.2210897847846867 51.48704093970768_ -0.2210897847846867 51.488015204780766_ -0.2226545213337296 51.488015204780766_ -0.2226545213337296 51.48704093970768_ -0.2210897847846867 51.48704093970768
2787, -0.2210897847846867 51.488015204780766_ -0.2210897847846867 51.48898946985384_ -0.2226545213337296 51.48898946985384_ -0.2226545213337296 51.488015204780766_ -0.2210897847846867 51.488015204780766
2788, -0.2210897847846867 51.48898946985384_ -0.2210897847846867 51.489963734926924_ -0.2226545213337296 51.489963734926924_ -0.2226545213337296 51.48898946985384_ -0.2210897847846867 51.48898946985384
2789, -0.2210897847846867 51.489963734926924_ -0.2210897847846867 51.490938_ -0.2226545213337296 51.490938_ -0.2226545213337296 51.489963734926924_ -0.2210897847846867 51.489963734926924
2790, -0.2210897847846867 51.490938_ -0.2210897847846867 51.491912265073076_ -0.2226545213337296 51.491912265073076_ -0.2226545213337296 51.490938_ -0.2210897847846867 51.490938
2791, -0.2210897847846867 51.491912265073076_ -0.2210897847846867 51.49288653014616_ -0.2226545213337296 51.49288653014616_ -0.2226545213337296 51.491912265073076_ -0.2210897847846867 51.491912265073076
2792, -0.2210897847846867 51.49288653014616_ -0.2210897847846867 51.493860795219234_ -0.2226545213337296 51.493860795219234_ -0.2226545213337296 51.49288653014616_ -0.2210897847846867 51.49288653014616
2793, -0.2210897847846867 51.493860795219234_ -0.2210897847846867 51.49483506029232_ -0.2226545213337296 51.49483506029232_ -0.2226545213337296 51.493860795219234_ -0.2210897847846867 51.493860795219234
2794, -0.2210897847846867 51.49483506029232_ -0.2210897847846867 51.49580932536539_ -0.2226545213337296 51.49580932536539_ -0.2226545213337296 51.49483506029232_ -0.2210897847846867 51.49483506029232
2795, -0.2210897847846867 51.49580932536539_ -0.2210897847846867 51.49678359043847_ -0.2226545213337296 51.49678359043847_ -0.2226545213337296 51.49580932536539_ -0.2210897847846867 51.49580932536539
2796, -0.2210897847846867 51.49678359043847_ -0.2210897847846867 51.49775785551155_ -0.2226545213337296 51.49775785551155_ -0.2226545213337296 51.49678359043847_ -0.2210897847846867 51.49678359043847
2797, -0.2210897847846867 51.49775785551155_ -0.2210897847846867 51.49873212058463_ -0.2226545213337296 51.49873212058463_ -0.2226545213337296 51.49775785551155_ -0.2210897847846867 51.49775785551155
2798, -0.2210897847846867 51.49873212058463_ -0.2210897847846867 51.49970638565771_ -0.2226545213337296 51.49970638565771_ -0.2226545213337296 51.49873212058463_ -0.2210897847846867 51.49873212058463
2799, -0.2210897847846867 51.49970638565771_ -0.2210897847846867 51.500680650730786_ -0.2226545213337296 51.500680650730786_ -0.2226545213337296 51.49970638565771_ -0.2210897847846867 51.49970638565771
2800, -0.2210897847846867 51.500680650730786_ -0.2210897847846867 51.50165491580386_ -0.2226545213337296 51.50165491580386_ -0.2226545213337296 51.500680650730786_ -0.2210897847846867 51.500680650730786
2801, -0.2210897847846867 51.50165491580386_ -0.2210897847846867 51.502629180876944_ -0.2226545213337296 51.502629180876944_ -0.2226545213337296 51.50165491580386_ -0.2210897847846867 51.50165491580386
2802, -0.2210897847846867 51.502629180876944_ -0.2210897847846867 51.50360344595002_ -0.2226545213337296 51.50360344595002_ -0.2226545213337296 51.502629180876944_ -0.2210897847846867 51.502629180876944
2803, -0.2210897847846867 51.50360344595002_ -0.2210897847846867 51.5045777110231_ -0.2226545213337296 51.5045777110231_ -0.2226545213337296 51.50360344595002_ -0.2210897847846867 51.50360344595002
2804, -0.2210897847846867 51.5045777110231_ -0.2210897847846867 51.50555197609618_ -0.2226545213337296 51.50555197609618_ -0.2226545213337296 51.5045777110231_ -0.2210897847846867 51.5045777110231
2805, -0.2210897847846867 51.50555197609618_ -0.2210897847846867 51.506526241169254_ -0.2226545213337296 51.506526241169254_ -0.2226545213337296 51.50555197609618_ -0.2210897847846867 51.50555197609618
2806, -0.2210897847846867 51.506526241169254_ -0.2210897847846867 51.50750050624234_ -0.2226545213337296 51.50750050624234_ -0.2226545213337296 51.506526241169254_ -0.2210897847846867 51.506526241169254
2807, -0.2210897847846867 51.50750050624234_ -0.2210897847846867 51.50847477131541_ -0.2226545213337296 51.50847477131541_ -0.2226545213337296 51.50750050624234_ -0.2210897847846867 51.50750050624234
2808, -0.2210897847846867 51.50847477131541_ -0.2210897847846867 51.509449036388496_ -0.2226545213337296 51.509449036388496_ -0.2226545213337296 51.50847477131541_ -0.2210897847846867 51.50847477131541
2809, -0.2210897847846867 51.509449036388496_ -0.2210897847846867 51.51042330146157_ -0.2226545213337296 51.51042330146157_ -0.2226545213337296 51.509449036388496_ -0.2210897847846867 51.509449036388496
2810, -0.2210897847846867 51.51042330146157_ -0.2210897847846867 51.51139756653465_ -0.2226545213337296 51.51139756653465_ -0.2226545213337296 51.51042330146157_ -0.2210897847846867 51.51042330146157
2811, -0.2210897847846867 51.51139756653465_ -0.2210897847846867 51.51237183160773_ -0.2226545213337296 51.51237183160773_ -0.2226545213337296 51.51139756653465_ -0.2210897847846867 51.51139756653465
2812, -0.2210897847846867 51.51237183160773_ -0.2210897847846867 51.513346096680806_ -0.2226545213337296 51.513346096680806_ -0.2226545213337296 51.51237183160773_ -0.2210897847846867 51.51237183160773
2813, -0.2210897847846867 51.513346096680806_ -0.2210897847846867 51.51432036175389_ -0.2226545213337296 51.51432036175389_ -0.2226545213337296 51.513346096680806_ -0.2210897847846867 51.513346096680806
2814, -0.2210897847846867 51.51432036175389_ -0.2210897847846867 51.515294626826964_ -0.2226545213337296 51.515294626826964_ -0.2226545213337296 51.51432036175389_ -0.2210897847846867 51.51432036175389
2815, -0.2210897847846867 51.515294626826964_ -0.2210897847846867 51.51626889190004_ -0.2226545213337296 51.51626889190004_ -0.2226545213337296 51.515294626826964_ -0.2210897847846867 51.515294626826964
2816, -0.2210897847846867 51.51626889190004_ -0.2210897847846867 51.51724315697312_ -0.2226545213337296 51.51724315697312_ -0.2226545213337296 51.51626889190004_ -0.2210897847846867 51.51626889190004
2817, -0.2210897847846867 51.51724315697312_ -0.2210897847846867 51.5182174220462_ -0.2226545213337296 51.5182174220462_ -0.2226545213337296 51.51724315697312_ -0.2210897847846867 51.51724315697312
2818, -0.2210897847846867 51.5182174220462_ -0.2210897847846867 51.51919168711928_ -0.2226545213337296 51.51919168711928_ -0.2226545213337296 51.5182174220462_ -0.2210897847846867 51.5182174220462
2819, -0.2210897847846867 51.51919168711928_ -0.2210897847846867 51.52016595219236_ -0.2226545213337296 51.52016595219236_ -0.2226545213337296 51.51919168711928_ -0.2210897847846867 51.51919168711928
2820, -0.2226545213337296 51.46171004780764_ -0.2226545213337296 51.46268431288072_ -0.2242192578827726 51.46268431288072_ -0.2242192578827726 51.46171004780764_ -0.2226545213337296 51.46171004780764
2821, -0.2226545213337296 51.46268431288072_ -0.2226545213337296 51.4636585779538_ -0.2242192578827726 51.4636585779538_ -0.2242192578827726 51.46268431288072_ -0.2226545213337296 51.46268431288072
2822, -0.2226545213337296 51.4636585779538_ -0.2226545213337296 51.46463284302688_ -0.2242192578827726 51.46463284302688_ -0.2242192578827726 51.4636585779538_ -0.2226545213337296 51.4636585779538
2823, -0.2226545213337296 51.46463284302688_ -0.2226545213337296 51.46560710809996_ -0.2242192578827726 51.46560710809996_ -0.2242192578827726 51.46463284302688_ -0.2226545213337296 51.46463284302688
2824, -0.2226545213337296 51.46560710809996_ -0.2226545213337296 51.466581373173035_ -0.2242192578827726 51.466581373173035_ -0.2242192578827726 51.46560710809996_ -0.2226545213337296 51.46560710809996
2825, -0.2226545213337296 51.466581373173035_ -0.2226545213337296 51.46755563824611_ -0.2242192578827726 51.46755563824611_ -0.2242192578827726 51.466581373173035_ -0.2226545213337296 51.466581373173035
2826, -0.2226545213337296 51.46755563824611_ -0.2226545213337296 51.468529903319194_ -0.2242192578827726 51.468529903319194_ -0.2242192578827726 51.46755563824611_ -0.2226545213337296 51.46755563824611
2827, -0.2226545213337296 51.468529903319194_ -0.2226545213337296 51.46950416839227_ -0.2242192578827726 51.46950416839227_ -0.2242192578827726 51.468529903319194_ -0.2226545213337296 51.468529903319194
2828, -0.2226545213337296 51.46950416839227_ -0.2226545213337296 51.47047843346535_ -0.2242192578827726 51.47047843346535_ -0.2242192578827726 51.46950416839227_ -0.2226545213337296 51.46950416839227
2829, -0.2226545213337296 51.47047843346535_ -0.2226545213337296 51.47145269853843_ -0.2242192578827726 51.47145269853843_ -0.2242192578827726 51.47047843346535_ -0.2226545213337296 51.47047843346535
2830, -0.2226545213337296 51.47145269853843_ -0.2226545213337296 51.472426963611504_ -0.2242192578827726 51.472426963611504_ -0.2242192578827726 51.47145269853843_ -0.2226545213337296 51.47145269853843
2831, -0.2226545213337296 51.472426963611504_ -0.2226545213337296 51.47340122868459_ -0.2242192578827726 51.47340122868459_ -0.2242192578827726 51.472426963611504_ -0.2226545213337296 51.472426963611504
2832, -0.2226545213337296 51.47340122868459_ -0.2226545213337296 51.47437549375766_ -0.2242192578827726 51.47437549375766_ -0.2242192578827726 51.47340122868459_ -0.2226545213337296 51.47340122868459
2833, -0.2226545213337296 51.47437549375766_ -0.2226545213337296 51.475349758830745_ -0.2242192578827726 51.475349758830745_ -0.2242192578827726 51.47437549375766_ -0.2226545213337296 51.47437549375766
2834, -0.2226545213337296 51.475349758830745_ -0.2226545213337296 51.47632402390382_ -0.2242192578827726 51.47632402390382_ -0.2242192578827726 51.475349758830745_ -0.2226545213337296 51.475349758830745
2835, -0.2226545213337296 51.47632402390382_ -0.2226545213337296 51.4772982889769_ -0.2242192578827726 51.4772982889769_ -0.2242192578827726 51.47632402390382_ -0.2226545213337296 51.47632402390382
2836, -0.2226545213337296 51.4772982889769_ -0.2226545213337296 51.47827255404998_ -0.2242192578827726 51.47827255404998_ -0.2242192578827726 51.4772982889769_ -0.2226545213337296 51.4772982889769
2837, -0.2226545213337296 51.47827255404998_ -0.2226545213337296 51.479246819123055_ -0.2242192578827726 51.479246819123055_ -0.2242192578827726 51.47827255404998_ -0.2226545213337296 51.47827255404998
2838, -0.2226545213337296 51.479246819123055_ -0.2226545213337296 51.48022108419614_ -0.2242192578827726 51.48022108419614_ -0.2242192578827726 51.479246819123055_ -0.2226545213337296 51.479246819123055
2839, -0.2226545213337296 51.48022108419614_ -0.2226545213337296 51.481195349269214_ -0.2242192578827726 51.481195349269214_ -0.2242192578827726 51.48022108419614_ -0.2226545213337296 51.48022108419614
2840, -0.2226545213337296 51.481195349269214_ -0.2226545213337296 51.48216961434229_ -0.2242192578827726 51.48216961434229_ -0.2242192578827726 51.481195349269214_ -0.2226545213337296 51.481195349269214
2841, -0.2226545213337296 51.48216961434229_ -0.2226545213337296 51.48314387941537_ -0.2242192578827726 51.48314387941537_ -0.2242192578827726 51.48216961434229_ -0.2226545213337296 51.48216961434229
2842, -0.2226545213337296 51.48314387941537_ -0.2226545213337296 51.48411814448845_ -0.2242192578827726 51.48411814448845_ -0.2242192578827726 51.48314387941537_ -0.2226545213337296 51.48314387941537
2843, -0.2226545213337296 51.48411814448845_ -0.2226545213337296 51.48509240956153_ -0.2242192578827726 51.48509240956153_ -0.2242192578827726 51.48411814448845_ -0.2226545213337296 51.48411814448845
2844, -0.2226545213337296 51.48509240956153_ -0.2226545213337296 51.48606667463461_ -0.2242192578827726 51.48606667463461_ -0.2242192578827726 51.48509240956153_ -0.2226545213337296 51.48509240956153
2845, -0.2226545213337296 51.48606667463461_ -0.2226545213337296 51.48704093970768_ -0.2242192578827726 51.48704093970768_ -0.2242192578827726 51.48606667463461_ -0.2226545213337296 51.48606667463461
2846, -0.2226545213337296 51.48704093970768_ -0.2226545213337296 51.488015204780766_ -0.2242192578827726 51.488015204780766_ -0.2242192578827726 51.48704093970768_ -0.2226545213337296 51.48704093970768
2847, -0.2226545213337296 51.488015204780766_ -0.2226545213337296 51.48898946985384_ -0.2242192578827726 51.48898946985384_ -0.2242192578827726 51.488015204780766_ -0.2226545213337296 51.488015204780766
2848, -0.2226545213337296 51.48898946985384_ -0.2226545213337296 51.489963734926924_ -0.2242192578827726 51.489963734926924_ -0.2242192578827726 51.48898946985384_ -0.2226545213337296 51.48898946985384
2849, -0.2226545213337296 51.489963734926924_ -0.2226545213337296 51.490938_ -0.2242192578827726 51.490938_ -0.2242192578827726 51.489963734926924_ -0.2226545213337296 51.489963734926924
2850, -0.2226545213337296 51.490938_ -0.2226545213337296 51.491912265073076_ -0.2242192578827726 51.491912265073076_ -0.2242192578827726 51.490938_ -0.2226545213337296 51.490938
2851, -0.2226545213337296 51.491912265073076_ -0.2226545213337296 51.49288653014616_ -0.2242192578827726 51.49288653014616_ -0.2242192578827726 51.491912265073076_ -0.2226545213337296 51.491912265073076
2852, -0.2226545213337296 51.49288653014616_ -0.2226545213337296 51.493860795219234_ -0.2242192578827726 51.493860795219234_ -0.2242192578827726 51.49288653014616_ -0.2226545213337296 51.49288653014616
2853, -0.2226545213337296 51.493860795219234_ -0.2226545213337296 51.49483506029232_ -0.2242192578827726 51.49483506029232_ -0.2242192578827726 51.493860795219234_ -0.2226545213337296 51.493860795219234
2854, -0.2226545213337296 51.49483506029232_ -0.2226545213337296 51.49580932536539_ -0.2242192578827726 51.49580932536539_ -0.2242192578827726 51.49483506029232_ -0.2226545213337296 51.49483506029232
2855, -0.2226545213337296 51.49580932536539_ -0.2226545213337296 51.49678359043847_ -0.2242192578827726 51.49678359043847_ -0.2242192578827726 51.49580932536539_ -0.2226545213337296 51.49580932536539
2856, -0.2226545213337296 51.49678359043847_ -0.2226545213337296 51.49775785551155_ -0.2242192578827726 51.49775785551155_ -0.2242192578827726 51.49678359043847_ -0.2226545213337296 51.49678359043847
2857, -0.2226545213337296 51.49775785551155_ -0.2226545213337296 51.49873212058463_ -0.2242192578827726 51.49873212058463_ -0.2242192578827726 51.49775785551155_ -0.2226545213337296 51.49775785551155
2858, -0.2226545213337296 51.49873212058463_ -0.2226545213337296 51.49970638565771_ -0.2242192578827726 51.49970638565771_ -0.2242192578827726 51.49873212058463_ -0.2226545213337296 51.49873212058463
2859, -0.2226545213337296 51.49970638565771_ -0.2226545213337296 51.500680650730786_ -0.2242192578827726 51.500680650730786_ -0.2242192578827726 51.49970638565771_ -0.2226545213337296 51.49970638565771
2860, -0.2226545213337296 51.500680650730786_ -0.2226545213337296 51.50165491580386_ -0.2242192578827726 51.50165491580386_ -0.2242192578827726 51.500680650730786_ -0.2226545213337296 51.500680650730786
2861, -0.2226545213337296 51.50165491580386_ -0.2226545213337296 51.502629180876944_ -0.2242192578827726 51.502629180876944_ -0.2242192578827726 51.50165491580386_ -0.2226545213337296 51.50165491580386
2862, -0.2226545213337296 51.502629180876944_ -0.2226545213337296 51.50360344595002_ -0.2242192578827726 51.50360344595002_ -0.2242192578827726 51.502629180876944_ -0.2226545213337296 51.502629180876944
2863, -0.2226545213337296 51.50360344595002_ -0.2226545213337296 51.5045777110231_ -0.2242192578827726 51.5045777110231_ -0.2242192578827726 51.50360344595002_ -0.2226545213337296 51.50360344595002
2864, -0.2226545213337296 51.5045777110231_ -0.2226545213337296 51.50555197609618_ -0.2242192578827726 51.50555197609618_ -0.2242192578827726 51.5045777110231_ -0.2226545213337296 51.5045777110231
2865, -0.2226545213337296 51.50555197609618_ -0.2226545213337296 51.506526241169254_ -0.2242192578827726 51.506526241169254_ -0.2242192578827726 51.50555197609618_ -0.2226545213337296 51.50555197609618
2866, -0.2226545213337296 51.506526241169254_ -0.2226545213337296 51.50750050624234_ -0.2242192578827726 51.50750050624234_ -0.2242192578827726 51.506526241169254_ -0.2226545213337296 51.506526241169254
2867, -0.2226545213337296 51.50750050624234_ -0.2226545213337296 51.50847477131541_ -0.2242192578827726 51.50847477131541_ -0.2242192578827726 51.50750050624234_ -0.2226545213337296 51.50750050624234
2868, -0.2226545213337296 51.50847477131541_ -0.2226545213337296 51.509449036388496_ -0.2242192578827726 51.509449036388496_ -0.2242192578827726 51.50847477131541_ -0.2226545213337296 51.50847477131541
2869, -0.2226545213337296 51.509449036388496_ -0.2226545213337296 51.51042330146157_ -0.2242192578827726 51.51042330146157_ -0.2242192578827726 51.509449036388496_ -0.2226545213337296 51.509449036388496
2870, -0.2226545213337296 51.51042330146157_ -0.2226545213337296 51.51139756653465_ -0.2242192578827726 51.51139756653465_ -0.2242192578827726 51.51042330146157_ -0.2226545213337296 51.51042330146157
2871, -0.2226545213337296 51.51139756653465_ -0.2226545213337296 51.51237183160773_ -0.2242192578827726 51.51237183160773_ -0.2242192578827726 51.51139756653465_ -0.2226545213337296 51.51139756653465
2872, -0.2226545213337296 51.51237183160773_ -0.2226545213337296 51.513346096680806_ -0.2242192578827726 51.513346096680806_ -0.2242192578827726 51.51237183160773_ -0.2226545213337296 51.51237183160773
2873, -0.2226545213337296 51.513346096680806_ -0.2226545213337296 51.51432036175389_ -0.2242192578827726 51.51432036175389_ -0.2242192578827726 51.513346096680806_ -0.2226545213337296 51.513346096680806
2874, -0.2226545213337296 51.51432036175389_ -0.2226545213337296 51.515294626826964_ -0.2242192578827726 51.515294626826964_ -0.2242192578827726 51.51432036175389_ -0.2226545213337296 51.51432036175389
2875, -0.2226545213337296 51.515294626826964_ -0.2226545213337296 51.51626889190004_ -0.2242192578827726 51.51626889190004_ -0.2242192578827726 51.515294626826964_ -0.2226545213337296 51.515294626826964
2876, -0.2226545213337296 51.51626889190004_ -0.2226545213337296 51.51724315697312_ -0.2242192578827726 51.51724315697312_ -0.2242192578827726 51.51626889190004_ -0.2226545213337296 51.51626889190004
2877, -0.2226545213337296 51.51724315697312_ -0.2226545213337296 51.5182174220462_ -0.2242192578827726 51.5182174220462_ -0.2242192578827726 51.51724315697312_ -0.2226545213337296 51.51724315697312
2878, -0.2226545213337296 51.5182174220462_ -0.2226545213337296 51.51919168711928_ -0.2242192578827726 51.51919168711928_ -0.2242192578827726 51.5182174220462_ -0.2226545213337296 51.5182174220462
2879, -0.2226545213337296 51.51919168711928_ -0.2226545213337296 51.52016595219236_ -0.2242192578827726 51.52016595219236_ -0.2242192578827726 51.51919168711928_ -0.2226545213337296 51.51919168711928
2880, -0.2242192578827726 51.46171004780764_ -0.2242192578827726 51.46268431288072_ -0.2257839944318155 51.46268431288072_ -0.2257839944318155 51.46171004780764_ -0.2242192578827726 51.46171004780764
2881, -0.2242192578827726 51.46268431288072_ -0.2242192578827726 51.4636585779538_ -0.2257839944318155 51.4636585779538_ -0.2257839944318155 51.46268431288072_ -0.2242192578827726 51.46268431288072
2882, -0.2242192578827726 51.4636585779538_ -0.2242192578827726 51.46463284302688_ -0.2257839944318155 51.46463284302688_ -0.2257839944318155 51.4636585779538_ -0.2242192578827726 51.4636585779538
2883, -0.2242192578827726 51.46463284302688_ -0.2242192578827726 51.46560710809996_ -0.2257839944318155 51.46560710809996_ -0.2257839944318155 51.46463284302688_ -0.2242192578827726 51.46463284302688
2884, -0.2242192578827726 51.46560710809996_ -0.2242192578827726 51.466581373173035_ -0.2257839944318155 51.466581373173035_ -0.2257839944318155 51.46560710809996_ -0.2242192578827726 51.46560710809996
2885, -0.2242192578827726 51.466581373173035_ -0.2242192578827726 51.46755563824611_ -0.2257839944318155 51.46755563824611_ -0.2257839944318155 51.466581373173035_ -0.2242192578827726 51.466581373173035
2886, -0.2242192578827726 51.46755563824611_ -0.2242192578827726 51.468529903319194_ -0.2257839944318155 51.468529903319194_ -0.2257839944318155 51.46755563824611_ -0.2242192578827726 51.46755563824611
2887, -0.2242192578827726 51.468529903319194_ -0.2242192578827726 51.46950416839227_ -0.2257839944318155 51.46950416839227_ -0.2257839944318155 51.468529903319194_ -0.2242192578827726 51.468529903319194
2888, -0.2242192578827726 51.46950416839227_ -0.2242192578827726 51.47047843346535_ -0.2257839944318155 51.47047843346535_ -0.2257839944318155 51.46950416839227_ -0.2242192578827726 51.46950416839227
2889, -0.2242192578827726 51.47047843346535_ -0.2242192578827726 51.47145269853843_ -0.2257839944318155 51.47145269853843_ -0.2257839944318155 51.47047843346535_ -0.2242192578827726 51.47047843346535
2890, -0.2242192578827726 51.47145269853843_ -0.2242192578827726 51.472426963611504_ -0.2257839944318155 51.472426963611504_ -0.2257839944318155 51.47145269853843_ -0.2242192578827726 51.47145269853843
2891, -0.2242192578827726 51.472426963611504_ -0.2242192578827726 51.47340122868459_ -0.2257839944318155 51.47340122868459_ -0.2257839944318155 51.472426963611504_ -0.2242192578827726 51.472426963611504
2892, -0.2242192578827726 51.47340122868459_ -0.2242192578827726 51.47437549375766_ -0.2257839944318155 51.47437549375766_ -0.2257839944318155 51.47340122868459_ -0.2242192578827726 51.47340122868459
2893, -0.2242192578827726 51.47437549375766_ -0.2242192578827726 51.475349758830745_ -0.2257839944318155 51.475349758830745_ -0.2257839944318155 51.47437549375766_ -0.2242192578827726 51.47437549375766
2894, -0.2242192578827726 51.475349758830745_ -0.2242192578827726 51.47632402390382_ -0.2257839944318155 51.47632402390382_ -0.2257839944318155 51.475349758830745_ -0.2242192578827726 51.475349758830745
2895, -0.2242192578827726 51.47632402390382_ -0.2242192578827726 51.4772982889769_ -0.2257839944318155 51.4772982889769_ -0.2257839944318155 51.47632402390382_ -0.2242192578827726 51.47632402390382
2896, -0.2242192578827726 51.4772982889769_ -0.2242192578827726 51.47827255404998_ -0.2257839944318155 51.47827255404998_ -0.2257839944318155 51.4772982889769_ -0.2242192578827726 51.4772982889769
2897, -0.2242192578827726 51.47827255404998_ -0.2242192578827726 51.479246819123055_ -0.2257839944318155 51.479246819123055_ -0.2257839944318155 51.47827255404998_ -0.2242192578827726 51.47827255404998
2898, -0.2242192578827726 51.479246819123055_ -0.2242192578827726 51.48022108419614_ -0.2257839944318155 51.48022108419614_ -0.2257839944318155 51.479246819123055_ -0.2242192578827726 51.479246819123055
2899, -0.2242192578827726 51.48022108419614_ -0.2242192578827726 51.481195349269214_ -0.2257839944318155 51.481195349269214_ -0.2257839944318155 51.48022108419614_ -0.2242192578827726 51.48022108419614
2900, -0.2242192578827726 51.481195349269214_ -0.2242192578827726 51.48216961434229_ -0.2257839944318155 51.48216961434229_ -0.2257839944318155 51.481195349269214_ -0.2242192578827726 51.481195349269214
2901, -0.2242192578827726 51.48216961434229_ -0.2242192578827726 51.48314387941537_ -0.2257839944318155 51.48314387941537_ -0.2257839944318155 51.48216961434229_ -0.2242192578827726 51.48216961434229
2902, -0.2242192578827726 51.48314387941537_ -0.2242192578827726 51.48411814448845_ -0.2257839944318155 51.48411814448845_ -0.2257839944318155 51.48314387941537_ -0.2242192578827726 51.48314387941537
2903, -0.2242192578827726 51.48411814448845_ -0.2242192578827726 51.48509240956153_ -0.2257839944318155 51.48509240956153_ -0.2257839944318155 51.48411814448845_ -0.2242192578827726 51.48411814448845
2904, -0.2242192578827726 51.48509240956153_ -0.2242192578827726 51.48606667463461_ -0.2257839944318155 51.48606667463461_ -0.2257839944318155 51.48509240956153_ -0.2242192578827726 51.48509240956153
2905, -0.2242192578827726 51.48606667463461_ -0.2242192578827726 51.48704093970768_ -0.2257839944318155 51.48704093970768_ -0.2257839944318155 51.48606667463461_ -0.2242192578827726 51.48606667463461
2906, -0.2242192578827726 51.48704093970768_ -0.2242192578827726 51.488015204780766_ -0.2257839944318155 51.488015204780766_ -0.2257839944318155 51.48704093970768_ -0.2242192578827726 51.48704093970768
